v_cmd,t,omega_m,enc1_pos,q_A
32.0,0.22848679195158184,32.183349609375,0.5292869210243225,1.764549970626831
32.0,0.2420168339740485,32.21038055419922,0.6347284317016602,1.7253284454345703
32.0,0.25494033395079896,31.918703079223633,0.7512160539627075,1.9931362867355347
32.0,0.2680687090032734,32.10961151123047,0.8684009909629822,1.7934069633483887
32.0,0.28129162499681115,31.708345413208008,0.9966934323310852,2.0996670722961426
32.0,0.29528366698650643,32.0023193359375,0.10913766920566559,1.7836101055145264
32.0,0.3086045839590952,31.926755905151367,0.23560960590839386,1.9067347049713135
32.0,0.3264041669899598,32.12894821166992,0.3742615580558777,1.7495059967041016
32.0,0.3390766669763252,32.02938461303711,0.4896053075790405,1.7943110466003418
32.0,0.35172387497732416,32.0075798034668,0.6046785116195679,1.9623697996139526
32.0,0.365095583954826,32.05491256713867,0.7036095857620239,1.7838480472564697
32.0,0.3774858340038918,31.698949813842773,0.8150983452796936,2.142225742340088
32.0,0.390848291979637,31.953786849975586,0.9395264983177185,1.949088454246521
32.0,0.4041071669780649,31.808544158935547,0.05511482432484627,2.0542869567871094
32.0,0.4176053339615464,32.10026550292969,0.16818735003471375,1.8266839981079102
32.0,0.4305671249749139,32.17639923095703,0.28063955903053284,1.8905413150787354
32.0,0.4431777499848977,31.819124221801758,0.3902958035469055,1.999957799911499
32.0,0.45561729196924716,32.10216522216797,0.4986129403114319,1.8700437545776367
32.0,0.4681634169537574,31.80597686767578,0.6090803742408752,2.062033176422119
32.0,0.48078766698017716,32.20571517944336,0.7123517394065857,1.7162144184112549
32.0,0.493094791949261,32.243858337402344,0.826509952545166,1.732135534286499
32.0,0.5056982499663718,31.996646881103516,0.9569577574729919,1.894209384918213
32.0,0.5219785840017721,32.07620620727539,0.08591129630804062,1.7481575012207031
32.0,0.5350843749474734,31.87997055053711,0.21236270666122437,2.038330078125
32.0,0.5499168339883909,32.136417388916016,0.3289247751235962,1.8212454319000244
32.0,0.5641202499973588,31.74410057067871,0.45771944522857666,2.047089099884033
32.0,0.5787287919665687,32.00110626220703,0.5788015127182007,1.9337201118469238
32.0,0.5927819999633357,31.752634048461914,0.7065877318382263,2.0841493606567383
32.0,0.6082895419676788,32.08095932006836,0.8366011381149292,1.837132453918457
32.0,0.6233673749957234,31.819828033447266,0.9745299220085144,1.9281491041183472
32.0,0.6373887090012431,32.13639450073242,0.08883699029684067,1.7350704669952393
32.0,0.6502611669711769,32.18977737426758,0.19769661128520966,1.665524959564209
32.0,0.6631063749664463,31.852359771728516,0.308621346950531,2.0358574390411377
32.0,0.6755260420031846,31.96172523498535,0.41621506214141846,1.8928639888763428
32.0,0.6876998749794438,31.75408172607422,0.5214134454727173,2.066732168197632
32.0,0.7000819589593448,32.09318161010742,0.6233689188957214,1.7712712287902832
32.0,0.7116858339868486,32.219940185546875,0.7274132966995239,1.695312261581421
32.0,0.7244789999676868,31.838716506958008,0.841590404510498,2.0046210289001465
32.0,0.7372465839725919,32.03097152709961,0.9592416286468506,1.8759726285934448
32.0,0.7506551249534823,31.619237899780273,0.08202283829450607,2.232936382293701
32.0,0.7651373339467682,32.05572509765625,0.19783975183963776,1.7933802604675293
32.0,0.7777506669517606,32.086544036865234,0.31423327326774597,1.7698968648910522
32.0,0.7916888339677826,32.209999084472656,0.4354582726955414,1.7947983741760254
32.0,0.8074748749495484,32.147972106933594,0.573881983757019,1.7934417724609375
32.0,0.8210389589658007,32.03350830078125,0.6829549074172974,1.8717265129089355
32.0,0.8353714999975637,32.20358657836914,0.8083855509757996,1.7317579984664917
32.0,0.8477810839540325,31.78648567199707,0.9313430786132812,2.053558588027954
32.0,0.8610329169896431,32.033775329589844,0.039333101361989975,1.9400935173034668
32.0,0.8740819169906899,31.865921020507812,0.14225062727928162,1.9919999837875366
32.0,0.8871695839916356,32.18064498901367,0.26493310928344727,1.8243751525878906
32.0,0.9011777089908719,32.19766616821289,0.38672110438346863,1.8291730880737305
32.0,0.9145014999667183,31.986377716064453,0.5078158974647522,1.9299373626708984
32.0,0.9301254169549793,32.12992858886719,0.636236310005188,1.7715950012207031
32.0,0.9447840839857236,31.91897201538086,0.7688369750976562,1.9965323209762573
32.0,0.9591750419931486,32.01710891723633,0.8910737633705139,1.8974299430847168
32.0,0.9741029999568127,31.71160316467285,0.025459369644522667,2.1616220474243164
32.0,0.9879950839676894,32.03251266479492,0.1383199393749237,1.8514660596847534
32.0,1.0017681249883026,31.753950119018555,0.26620033383369446,2.0835745334625244
32.0,1.0220591249526478,32.025238037109375,0.4350225329399109,1.9223828315734863
32.0,1.0344681669957936,31.610004425048828,0.547092854976654,2.2400729656219482
32.0,1.047604749968741,31.967763900756836,0.6541689038276672,1.9387606382369995
32.0,1.0598137089982629,32.08060836791992,0.7622703909873962,1.7901084423065186
32.0,1.0730075419996865,32.13582229614258,0.880849301815033,1.8043107986450195
32.0,1.0858711249893531,32.146305084228516,0.9983170032501221,1.7405669689178467
32.0,1.0983562499750406,31.776037216186523,0.10650748014450073,2.078096389770508
32.0,1.1116462499485351,32.09721374511719,0.22387968003749847,1.7463760375976562
32.0,1.1257671669591218,31.77763557434082,0.34764981269836426,2.0127432346343994
32.0,1.1383888749987818,32.140323638916016,0.44948187470436096,1.76163649559021
32.0,1.1509356669848785,32.12195587158203,0.5608205199241638,1.8372347354888916
