v_cmd,omega_mean,t,torque,omega
-30.13529411764706,-30.13258810505468,0.7529537500231527,-0.0569903738796711,-30.13863754272461
-30.13529411764706,-30.13258810505468,0.7668624170473777,-0.05014604702591896,-30.349506378173828
-30.13529411764706,-30.13258810505468,0.7799611249938607,-0.05588424950838089,-30.20063018798828
-30.13529411764706,-30.13258810505468,0.7952227500500157,-0.058608319610357285,-30.16348648071289
-30.13529411764706,-30.13258810505468,0.8098047079984099,-0.05174234136939049,-30.28908920288086
-30.13529411764706,-30.13258810505468,0.8260483750491403,-0.056928012520074844,-30.18694305419922
-30.13529411764706,-30.13258810505468,0.8385450420319103,-0.051924675703048706,-30.248910903930664
-30.13529411764706,-30.13258810505468,0.852561958017759,-0.060061339288949966,-29.93032455444336
-30.13529411764706,-30.13258810505468,0.8657407920109108,-0.059514377266168594,-30.147348403930664
-30.13529411764706,-30.13258810505468,0.8795350000145845,-0.05915490537881851,-30.120729446411133
-30.13529411764706,-30.13258810505468,0.8936740000499412,-0.06171330437064171,-30.01144027709961
-30.13529411764706,-30.13258810505468,0.9068342500249855,-0.05716334655880928,-30.143217086791992
-30.13529411764706,-30.13258810505468,0.9226828750106506,-0.06159573420882225,-29.99885368347168
-30.13529411764706,-30.13258810505468,0.934661542007234,-0.05386368930339813,-30.280712127685547
-30.13529411764706,-30.13258810505468,0.9477643330465071,-0.05676193907856941,-30.192623138427734
-30.13529411764706,-30.13258810505468,0.9606068750144914,-0.05822478607296944,-30.051044464111328
-30.13529411764706,-30.13258810505468,0.9744064999977127,-0.05432393029332161,-30.222015380859375
-30.13529411764706,-30.13258810505468,0.9875897919991985,-0.06427385658025742,-29.923093795776367
-30.13529411764706,-30.13258810505468,1.0031821670127101,-0.056435439735651016,-30.219810485839844
-30.13529411764706,-30.13258810505468,1.0146143750171177,-0.05887610465288162,-30.126773834228516
-30.13529411764706,-30.13258810505468,1.0269647079985589,-0.05956755951046944,-30.107393264770508
-30.13529411764706,-30.13258810505468,1.0387696670368314,-0.05139254406094551,-30.265148162841797
-30.13529411764706,-30.13258810505468,1.0510090000461787,-0.05720718204975128,-30.06709098815918
-30.13529411764706,-30.13258810505468,1.063294332998339,-0.057076193392276764,-30.208524703979492
-30.13529411764706,-30.13258810505468,1.0755929170409217,-0.05553148686885834,-30.22357177734375
-30.13529411764706,-30.13258810505468,1.0878367919940501,-0.06389171630144119,-29.94698143005371
-30.13529411764706,-30.13258810505468,1.1001378750079311,-0.0564509853720665,-30.184486389160156
-30.13529411764706,-30.13258810505468,1.111638042028062,-0.05563861131668091,-30.186100006103516
-30.13529411764706,-30.13258810505468,1.1242045830003917,-0.05814673751592636,-30.073274612426758
-30.13529411764706,-30.13258810505468,1.1378760000225157,-0.05317351222038269,-30.256874084472656
-30.13529411764706,-30.13258810505468,1.1496560420491733,-0.06022605299949646,-30.078710556030273
-30.13529411764706,-30.13258810505468,1.1620942080044188,-0.0540543869137764,-30.213298797607422
-30.13529411764706,-30.13258810505468,1.1771020000451244,-0.0564042292535305,-30.20318603515625
-30.13529411764706,-30.13258810505468,1.19104604201857,-0.057756662368774414,-30.124631881713867
-30.13529411764706,-30.13258810505468,1.2036507080192678,-0.055145494639873505,-30.21616554260254
-30.13529411764706,-30.13258810505468,1.2193487920449115,-0.0615643635392189,-29.91509437561035
-30.13529411764706,-30.13258810505468,1.2324340000050142,-0.05519126355648041,-30.227127075195312
-30.13529411764706,-30.13258810505468,1.2452612500055693,-0.05434590205550194,-30.132375717163086
-30.13529411764706,-30.13258810505468,1.2587533330079168,-0.060463905334472656,-30.034616470336914
